Lang.cs,EngineerProcessor,ToggleVirtualShift,-,method,void,가상 Shift 상태 전환
Lang.cs,EngineerProcessor,ProcessHanjaKey,-,method,bool,한자키 입력 시 공학용_특수기호 모드 전환
Lang.cs,EngineerProcessor,ProcessKeyDown,-,method,bool,공학용 기호 키 입력 매핑 처리 및 Unicode 기호 출력
Lang.cs,EngineerProcessor,OnMouseClick,-,method,void,마우스 클릭 이벤트 처리 (동작 없음)
Lang.cs,EngineerMap,-,-,-,class,공학용 수학/과학 특수기호 매핑 클래스
Lang.cs,EngineerMap,-,Map,readonly,dictionary,가상 키 코드별 Normal/Shift 공학용 특수기호 매핑 테이블
Lang.cs,Japanese1Processor,-,-,-,class,일본어1(조합형) 키 입력 처리 클래스
Lang.cs,Japanese1Processor,-,IsVirtualShift,property,bool,가타카나 모드 활성화 여부
Lang.cs,Japanese1Processor,-,CurrentLayer,property,int,현재 레이어 단계 (1)
Lang.cs,Japanese1Processor,ToggleVirtualShift,-,method,void,히라가나/가타카나 모드 토글
Lang.cs,Japanese1Processor,ProcessHanjaKey,-,method,bool,한자키 입력 시 일본어1_조합형 모드 전환
Lang.cs,Japanese1Processor,ProcessKeyDown,-,method,bool,일본어1 조합형 입력 처리 및 공용 매핑 호출
Lang.cs,Japanese1Processor,OnMouseClick,-,method,void,마우스 클릭 시 조합 대기 상태 초기화
Lang.cs,Japanese2Processor,-,-,-,class,일본어2(조합형) 키 입력 처리 클래스
Lang.cs,Japanese2Processor,-,IsVirtualShift,property,bool,가타카나 모드 활성화 여부
Lang.cs,Japanese2Processor,-,CurrentLayer,property,int,현재 레이어 단계 (2)
Lang.cs,Japanese2Processor,ToggleVirtualShift,-,method,void,히라가나/가타카나 모드 토글
Lang.cs,Japanese2Processor,ProcessHanjaKey,-,method,bool,한자키 입력 시 일본어2_조합형 모드 전환
Lang.cs,Japanese2Processor,ProcessKeyDown,-,method,bool,일본어2 조합형 입력 처리 및 공용 매핑 호출
Lang.cs,Japanese2Processor,OnMouseClick,-,method,void,마우스 클릭 시 조합 대기 상태 초기화
Lang.cs,Japanese1Map,-,-,-,class,일본어 조합형(Layer1/2) 자음/모음 음소 조합 및 오버레이 관리 클래스
Lang.cs,Japanese1Map,-,VK_Q,const,int,Q 키 가상키 코드 상수 (0x51)
Lang.cs,Japanese1Map,-,VK_W,const,int,W 키 가상키 코드 상수 (0x57)
Lang.cs,Japanese1Map,-,VK_E,const,int,E 키 가상키 코드 상수 (0x45)
Lang.cs,Japanese1Map,-,VK_R,const,int,R 키 가상키 코드 상수 (0x52)
Lang.cs,Japanese1Map,-,VK_A,const,int,A 키 가상키 코드 상수 (0x41)
Lang.cs,Japanese1Map,-,VK_S,const,int,S 키 가상키 코드 상수 (0x53)
Lang.cs,Japanese1Map,-,VK_D,const,int,D 키 가상키 코드 상수 (0x44)
Lang.cs,Japanese1Map,-,VK_F,const,int,F 키 가상키 코드 상수 (0x46)
Lang.cs,Japanese1Map,-,VK_Z,const,int,Z 키 가상키 코드 상수 (0x5A)
Lang.cs,Japanese1Map,-,VK_X,const,int,X 키 가상키 코드 상수 (0x58)
Lang.cs,Japanese1Map,-,VK_C,const,int,C 키 가상키 코드 상수 (0x43)
Lang.cs,Japanese1Map,-,VK_V,const,int,V 키 가상키 코드 상수 (0x56)
Lang.cs,Japanese1Map,-,VK_H,const,int,H 키 가상키 코드 상수 (0x48)
Lang.cs,Japanese1Map,-,VK_J,const,int,J 키 가상키 코드 상수 (0x4A)
Lang.cs,Japanese1Map,-,VK_K,const,int,K 키 가상키 코드 상수 (0x4B)
Lang.cs,Japanese1Map,-,VK_L,const,int,L 키 가상키 코드 상수 (0x4C)
Lang.cs,Japanese1Map,-,VK_Y,const,int,Y 키 가상키 코드 상수 (0x59)
Lang.cs,Japanese1Map,-,VK_T,const,int,T 키 가상키 코드 상수 (0x54)
Lang.cs,Japanese1Map,-,VK_U,const,int,U 키 가상키 코드 상수 (0x55)
Lang.cs,Japanese1Map,-,VK_I,const,int,I 키 가상키 코드 상수 (0x49)
Lang.cs,Japanese1Map,-,VK_O,const,int,O 키 가상키 코드 상수 (0x4F)
Lang.cs,Japanese1Map,-,VK_G,const,int,G 키 가상키 코드 상수 (0x47)
Lang.cs,Japanese1Map,-,VK_N,const,int,N 키 가상키 코드 상수 (0x4E)
Lang.cs,Japanese1Map,-,VK_M,const,int,M 키 가상키 코드 상수 (0x4D)
Lang.cs,Japanese1Map,-,VK_B,const,int,B 키 가상키 코드 상수 (0x42)
Lang.cs,Japanese1Map,-,VK_P,const,int,P 키 가상키 코드 상수 (0x50)
Lang.cs,Japanese1Map,-,_consonantKeys,readonly,list,자음 키 집합 (HashSet)
Lang.cs,Japanese1Map,-,_vowelKeys,readonly,list,모음 키 집합 (HashSet)
Lang.cs,Japanese1Map,-,_combineMap,readonly,dictionary,자음+모음 키 조합 시 생성되는 히라가나/가타카나 매핑
Lang.cs,Japanese1Map,-,_soloMap,readonly,dictionary,단독 입력 키의 히라가나/가타카나 매핑
Lang.cs,Japanese1Map,-,_previewMapL1,readonly,dictionary,Layer 1 자음 입력 시 미리고지 문자 매핑
Lang.cs,Japanese1Map,-,_previewMapL2,readonly,dictionary,Layer 2 자음 입력 시 미리고지 문자 매핑
Lang.cs,Japanese1Map,-,_isKatakana,field,bool,가타카나 입력 모드 설정 플래그
Lang.cs,Japanese1Map,-,_waitingVowel,field,bool,모음 입력 대기(조합 중) 상태 플래그
Lang.cs,Japanese1Map,-,_pendingConsonant,field,int,조합 대기 중인 자음 가상키 코드
Lang.cs,Japanese1Map,-,_pendingChar,field,string,조합 대기 중 오버레이에 표시할 문자열
Lang.cs,Japanese1Map,-,_lastOutputChar,field,string,마지막으로 출력된 일본어 문자 저장 변수
Lang.cs,Japanese1Map,-,_ynToggleCount,field,string,B/N 키를 통한 탁음/요음 변환 횟수 카운터
Lang.cs,Japanese1Map,-,CurrentLayer,property,int,현재 레이어 값 (1 또는 2)
Lang.cs,Japanese1Map,-,IsWaitingVowel,property,bool,모음 대기 상태 여부 읽기 프로퍼티
Lang.cs,Japanese1Map,-,PendingChar,property,string,현재 대기 문자열 읽기 프로퍼티
Lang.cs,Japanese1Map,-,IsKatakana,property,bool,가타카나 모드 설정 여부 읽기 프로퍼티
Lang.cs,Japanese1Map,SetLayer,-,method,void,현재 입력 레이어 설정
Lang.cs,Japanese1Map,Reset,-,method,void,음소 조합 상태 및 오버레이 지우기 초기화
Lang.cs,Japanese1Map,SetLastOutputChar,-,method,void,마지막 출력 문자 저장
Lang.cs,Japanese1Map,TogglePendingHiraKataModeOnly,-,method,void,히라가나/가타카나 모드 전환
Lang.cs,Japanese1Map,TogglePendingHiraKata,-,method,void,조합 대기 중인 문자의 히라가나<->가타카나 전환
Lang.cs,Japanese1Map,TogglePendingYn,-,method,void,조합 대기 중인 문자의 탁음/요음 순환 전환
Lang.cs,Japanese1Map,HandleHiraganaKatakanaTransformation,-,method,void,선택 문자열의 히라가나<->가타카나 변환 핸들러
Lang.cs,Japanese1Map,HandleYoonTransformation,-,method,void,선택 문자열의 요음/탁음 변환 핸들러
Lang.cs,Japanese1Map,ProcessKeyDownShared,-,method,bool,Japanese1/Japanese2 공용 키 입력 다운 이벤트 처리
Lang.cs,Japanese1Map,ProcessKey,-,method,string,가상키 입력에 대한 일본어 음소 조합 및 문자 반환
Lang.cs,Japanese1Map,GetPreview,-,method,string,현재 자음 키 입력에 대응하는 미리보기 문자 반환
Lang.cs,Japanese3Map,-,-,-,class,일본어3(3Layer) 자판 매핑 static 클래스
Lang.cs,Japanese3Map,-,_isKatakana,field,bool,가타카나 모드 여부
Lang.cs,Japanese3Map,-,_lastOutputChar,field,string,마지막으로 출력된 일본어 문자 저장
Lang.cs,Japanese3Map,-,CurrentLayer,property,int,현재 3Layer 단계
Lang.cs,Japanese3Map,-,IsKatakana,property,bool,가타카나 모드 설정 값 읽기
Lang.cs,Japanese3Map,SetLastOutputChar,-,method,void,마지막 출력 문자 저장
Lang.cs,Japanese3Map,CycleLayerOrSwitchToEnglish,-,method,void,한자키 입력 시 Layer 1->2->3 순환 및 영문 소문자 모드 전환
Lang.cs,Japanese3Map,TogglePendingHiraKataModeOnly,-,method,void,가타카나/히라가나 모드 전환
Lang.cs,Japanese3Map,HandleHiraganaKatakanaTransformation,-,method,void,선택 문자열 히라가나<->가타카나 변환 실행
Lang.cs,Japanese3Map,HandleYoonTransformation,-,method,void,선택 문자열 요음/탁음 순환 변환 실행
Lang.cs,Japanese3Map,ProcessKey,-,method,string,Layer 1/2/3 매핑 규칙에 따라 가상키 코드를 일본어 문자로 변환
Lang.cs,Japanese3Processor,-,-,-,class,일본어3(3Layer) 자판 입력 처리 클래스
Lang.cs,Japanese3Processor,-,IsVirtualShift,property,bool,가타카나 모드 설정 프로퍼티
Lang.cs,Japanese3Processor,-,CurrentLayer,property,int,현재 레이어 단계 프로퍼티
Lang.cs,Japanese3Processor,ToggleVirtualShift,-,method,void,가타카나/히라가나 상태 토글
Lang.cs,Japanese3Processor,ProcessHanjaKey,-,method,bool,한자키 입력 시 Layer 순환 및 영문 모드 전환 실행
Lang.cs,Japanese3Processor,ProcessKeyDown,-,method,bool,Japanese3 자판의 키 입력 이벤트 변환 및 문자 출력
Lang.cs,Japanese3Processor,OnMouseClick,-,method,void,마우스 클릭 시 마지막 출력 문자 초기화
file/DLL,class/struct/interface,method/function,-,category,data type,function or roles
ImeNativeCore.cs,-,-,-,file,file,IME 상태 감지 및 전역 입력 훅 처리를 담당하는 핵심 네이티브 C# 소스 파일
ImeNativeCore.cs,ImeState,-,-,class,class,대상 창의 IME 입력 모드 감지 및 상태 변경 제어 클래스
ImeNativeCore.cs,ImeState,-,State,enum,enum,입력 상태(영문 소문자/대문자/한글/Pali/일본어/공학용 등) 정의 열거형
ImeNativeCore.cs,ImeState,-,MaxCacheSize,const,int,한글 상태 캐시 메모리 최대 크기 설정 상수 (100)
ImeNativeCore.cs,ImeState,-,_hangulStateCache,readonly,dictionary,윈도우 핸들별 한글 상태 캐시 매핑 테이블
ImeNativeCore.cs,ImeState,IsHangul,-,method,bool,주어진 입력 상태가 한글 기반 상태인지 여부를 판별
ImeNativeCore.cs,ImeState,IsHangul,state,parameter,enum,판별할 IME 입력 상태 값
ImeNativeCore.cs,ImeState,Detect,-,method,enum,현재 포커스된 창의 키보드 레이아웃과 IME 상태를 종합하여 입력 상태 반환
ImeNativeCore.cs,ImeState,Detect,foregroundHwnd,parameter,object,포커스된 윈도우 핸들
ImeNativeCore.cs,ImeState,Detect,enablePali,parameter,bool,Pali어 모드 활성화 플래그
ImeNativeCore.cs,ImeState,Detect,enableJapanese1,parameter,bool,일본어1 모드 활성화 플래그
ImeNativeCore.cs,ImeState,Detect,enableJapanese2,parameter,bool,일본어2 모드 활성화 플래그
ImeNativeCore.cs,ImeState,Detect,enableJapanese3,parameter,bool,일본어3 모드 활성화 플래그
ImeNativeCore.cs,ImeState,Detect,enableEngineer,parameter,bool,공학용 모드 활성화 플래그
ImeNativeCore.cs,ImeState,Detect,capsOn,local,bool,CapsLock 활성화 상태 변수
ImeNativeCore.cs,ImeState,Detect,threadId,local,int,포커스 창의 스레드 ID 변수
ImeNativeCore.cs,ImeState,Detect,hklValue,local,int,키보드 레이아웃 핸들 값 변수
ImeNativeCore.cs,ImeState,Detect,langId,local,int,언어 ID 값 변수
ImeNativeCore.cs,ImeState,Detect,isHangul,local,bool,한글 입력 모드 판별 결과 변수
ImeNativeCore.cs,ImeState,GetTargetImeWindow,-,method,object,주어진 윈도우 핸들에 해당하는 IME 기본 창 핸들 탐색 및 반환
ImeNativeCore.cs,ImeState,GetTargetImeWindow,hWnd,parameter,object,대상 윈도우 핸들
ImeNativeCore.cs,ImeState,GetTargetImeWindow,threadId,local,int,대상 창의 스레드 ID 변수
ImeNativeCore.cs,ImeState,GetTargetImeWindow,focusWnd,local,object,포커스 또는 활성화된 창 핸들 변수
ImeNativeCore.cs,ImeState,GetTargetImeWindow,gti,local,struct,GUI 스레드 정보 구조체 변수
ImeNativeCore.cs,ImeState,GetTargetImeWindow,hIme,local,object,기본 IME 창 핸들 변수
ImeNativeCore.cs,ImeState,IsHangulModeSystemWide,-,method,bool,시스템 전역에서 대상 창의 한글 입력 모드 여부 확인
ImeNativeCore.cs,ImeState,IsHangulModeSystemWide,foregroundHwnd,parameter,object,전면 윈도우 핸들
ImeNativeCore.cs,ImeState,CheckHangulPublic,-,method,bool,캐시 및 Win32 IME API 메시지를 조회하여 한글 모드 여부 검사
ImeNativeCore.cs,ImeState,CheckHangulPublic,hWnd,parameter,object,대상 윈도우 핸들
ImeNativeCore.cs,ImeState,CheckHangulPublic,hImeWnd,local,object,IME 창 핸들 변수
ImeNativeCore.cs,ImeState,CheckHangulPublic,res,local,object,SendMessageTimeout 결과 반환 값 변수
ImeNativeCore.cs,ImeState,CheckHangulPublic,result,local,object,IME 변환 모드 조회 결과 핸들 변수
ImeNativeCore.cs,ImeState,CheckHangulPublic,isHangul,local,bool,한글 변환 모드 비트 설정 여부 변수
ImeNativeCore.cs,ImeState,CheckHangulPublic,hIMC,local,object,입력 컨텍스트 핸들 변수
ImeNativeCore.cs,ImeState,CheckHangulPublic,success,local,bool,변환 상태 조회 성공 여부 변수
ImeNativeCore.cs,ImeState,CheckHangulPublic,conv,local,int,IME 변환 상태 비트 플래그 변수
ImeNativeCore.cs,ImeState,CheckHangulPublic,cachedState,local,bool,캐시된 한글 상태 값 변수
ImeNativeCore.cs,ImeState,SetHangulState,-,method,void,대상 윈도우의 IME 한글/영문 입력 상태를 강제로 변경
ImeNativeCore.cs,ImeState,SetHangulState,hWnd,parameter,object,대상 윈도우 핸들
ImeNativeCore.cs,ImeState,SetHangulState,setHangul,parameter,bool,설정할 한글 모드 플래그
ImeNativeCore.cs,ImeState,SetHangulState,hImeWnd,local,object,IME 창 핸들 변수
ImeNativeCore.cs,ImeState,SetHangulState,result,local,object,SendMessageTimeout 반환 결과 변수
ImeNativeCore.cs,ImeState,SetHangulState,mode,local,int,현재 IME 변환 모드 비트 값 변수
ImeNativeCore.cs,ImeState,SetHangulState,isHangul,local,bool,현재 한글 모드 설정 여부 변수
ImeNativeCore.cs,GlobalInputHook,-,-,class,class,전역 키보드 및 마우스 입력을 가로채고 처리하는 시스템 훅 관리 클래스
ImeNativeCore.cs,GlobalInputHook.HookContextSnapshot,-,-,struct,struct,훅 이벤트 발생 시점의 애플리케이션 상태 스냅샷 정보 저장 구조체
ImeNativeCore.cs,GlobalInputHook.HookContextSnapshot,-,ContextHwnd,readonly,object,스냅샷 시점의 대상 윈도우 핸들
ImeNativeCore.cs,GlobalInputHook.HookContextSnapshot,-,ContextLangId,readonly,int,스냅샷 시점의 언어 ID
ImeNativeCore.cs,GlobalInputHook.HookContextSnapshot,-,IsHangulMode,readonly,bool,스냅샷 시점의 한글 모드 여부
ImeNativeCore.cs,GlobalInputHook.HookContextSnapshot,-,ActiveProcessor,readonly,interface,스냅샷 시점의 활성 키 프로세서 객체
ImeNativeCore.cs,GlobalInputHook.HookContextSnapshot,-,IsPaliModeActive,readonly,bool,Pali 모드 활성화 여부
ImeNativeCore.cs,GlobalInputHook.HookContextSnapshot,-,IsEngineerModeActive,readonly,bool,공학용 모드 활성화 여부
ImeNativeCore.cs,GlobalInputHook.HookContextSnapshot,-,IsJapanese1ModeActive,readonly,bool,일본어1 모드 활성화 여부
ImeNativeCore.cs,GlobalInputHook.HookContextSnapshot,-,IsJapanese2ModeActive,readonly,bool,일본어2 모드 활성화 여부
ImeNativeCore.cs,GlobalInputHook.HookContextSnapshot,-,IsJapanese3ModeActive,readonly,bool,일본어3 모드 활성화 여부
ImeNativeCore.cs,GlobalInputHook.HookContextSnapshot,HookContextSnapshot,-,method,void,HookContextSnapshot 구조체 생성자
ImeNativeCore.cs,GlobalInputHook.HookContextSnapshot,HookContextSnapshot,contextHwnd,parameter,object,스냅샷 대상 윈도우 핸들
ImeNativeCore.cs,GlobalInputHook.HookContextSnapshot,HookContextSnapshot,contextLangId,parameter,int,스냅샷 언어 ID
ImeNativeCore.cs,GlobalInputHook.HookContextSnapshot,HookContextSnapshot,isHangulMode,parameter,bool,스냅샷 한글 모드 여부
ImeNativeCore.cs,GlobalInputHook.HookContextSnapshot,HookContextSnapshot,activeProcessor,parameter,interface,스냅샷 활성 키 프로세서
ImeNativeCore.cs,GlobalInputHook.HookContextSnapshot,HookContextSnapshot,isPaliModeActive,parameter,bool,Pali 모드 활성 플래그
ImeNativeCore.cs,GlobalInputHook.HookContextSnapshot,HookContextSnapshot,isEngineerModeActive,parameter,bool,공학용 모드 활성 플래그
ImeNativeCore.cs,GlobalInputHook.HookContextSnapshot,HookContextSnapshot,isJapanese1ModeActive,parameter,bool,일본어1 모드 활성 플래그
ImeNativeCore.cs,GlobalInputHook.HookContextSnapshot,HookContextSnapshot,isJapanese2ModeActive,parameter,bool,일본어2 모드 활성 플래그
ImeNativeCore.cs,GlobalInputHook.HookContextSnapshot,HookContextSnapshot,isJapanese3ModeActive,parameter,bool,일본어3 모드 활성 플래그
ImeNativeCore.cs,GlobalInputHook,-,IsEnabled,property,bool,전역 훅 활성화 상태 프로퍼티
ImeNativeCore.cs,GlobalInputHook,-,_contextSnapshot,field,struct,현재 훅 컨텍스트 스냅샷 내부 필드
ImeNativeCore.cs,GlobalInputHook,-,IsPaliModeActive,property,bool,Pali 모드 활성 스냅샷 읽기 프로퍼티
ImeNativeCore.cs,GlobalInputHook,-,IsEngineerModeActive,property,bool,공학용 모드 활성 스냅샷 읽기 프로퍼티
ImeNativeCore.cs,GlobalInputHook,-,IsJapanese1ModeActive,property,bool,일본어1 모드 활성 스냅샷 읽기 프로퍼티
ImeNativeCore.cs,GlobalInputHook,-,IsJapanese2ModeActive,property,bool,일본어2 모드 활성 스냅샷 읽기 프로퍼티
ImeNativeCore.cs,GlobalInputHook,-,IsJapanese3ModeActive,property,bool,일본어3 모드 활성 스냅샷 읽기 프로퍼티
ImeNativeCore.cs,GlobalInputHook,-,ActiveProcessor,property,interface,활성 키 프로세서 객체 스냅샷 읽기 프로퍼티
ImeNativeCore.cs,GlobalInputHook,-,ContextHwnd,property,object,스냅샷 윈도우 핸들 읽기 프로퍼티
ImeNativeCore.cs,GlobalInputHook,-,ContextLangId,property,int,스냅샷 언어 ID 읽기 프로퍼티
ImeNativeCore.cs,GlobalInputHook,-,CachedIsHangulMode,property,bool,캐시된 한글 모드 스냅샷 읽기 프로퍼티
ImeNativeCore.cs,GlobalInputHook,-,IsSending,field,bool,문자열 전송 중 여부를 나타내는 volatile 필드
ImeNativeCore.cs,GlobalInputHook,-,_kbdHookId,field,object,키보드 훅 핸들 저장 필드
ImeNativeCore.cs,GlobalInputHook,-,_mouseHookId,field,object,마우스 훅 핸들 저장 필드
ImeNativeCore.cs,GlobalInputHook,-,_lastResolvedContextHwnd,field,object,마지막으로 결정된 컨텍스트 윈도우 핸들 필드
ImeNativeCore.cs,GlobalInputHook,Install,-,method,void,키보드 및 마우스 저수준 전역 훅 설치
ImeNativeCore.cs,GlobalInputHook,Install,process,local,object,현재 프로세스 객체 변수
ImeNativeCore.cs,GlobalInputHook,Install,module,local,object,메인 모듈 객체 변수
ImeNativeCore.cs,GlobalInputHook,Install,hMod,local,object,모듈 핸들 변수
ImeNativeCore.cs,GlobalInputHook,Install,kbdCb,local,object,키보드 콜백 함수 포인터 변수
ImeNativeCore.cs,GlobalInputHook,Install,mouseCb,local,object,마우스 콜백 함수 포인터 변수
ImeNativeCore.cs,GlobalInputHook,Uninstall,-,method,void,설치된 키보드 및 마우스 전역 훅 해제
ImeNativeCore.cs,GlobalInputHook,UpdateContext,-,method,void,입력 훅 컨텍스트 스냅샷 업데이트
ImeNativeCore.cs,GlobalInputHook,UpdateContext,snapshot,parameter,struct,업데이트할 컨텍스트 스냅샷 구조체
ImeNativeCore.cs,GlobalInputHook,SendReplacement,-,method,void,지정된 개수의 백스페이스 전송 후 대체 텍스트 입력 시뮬레이션
ImeNativeCore.cs,GlobalInputHook,SendReplacement,backCount,parameter,int,지울 문자 개수
ImeNativeCore.cs,GlobalInputHook,SendReplacement,text,parameter,string,입력할 대체 문자열
ImeNativeCore.cs,GlobalInputHook,SendReplacement,isShift,local,bool,Shift 키 누름 상태 변수
ImeNativeCore.cs,GlobalInputHook,SendReplacement,isLWin,local,bool,왼쪽 Win 키 누름 상태 변수
ImeNativeCore.cs,GlobalInputHook,SendReplacement,isRWin,local,bool,오른쪽 Win 키 누름 상태 변수
ImeNativeCore.cs,GlobalInputHook,SendReplacement,i,local,int,백스페이스 루프 인덱스 변수
ImeNativeCore.cs,GlobalInputHook,MouseHookCallback,-,method,object,마우스 클릭 이벤트를 감지하는 콜백 함수
ImeNativeCore.cs,GlobalInputHook,MouseHookCallback,nCode,parameter,int,훅 코드 값
ImeNativeCore.cs,GlobalInputHook,MouseHookCallback,wParam,parameter,object,마우스 메시지 식별자 핸들
ImeNativeCore.cs,GlobalInputHook,MouseHookCallback,lParam,parameter,object,마우스 이벤트 정보 데이터 핸들
ImeNativeCore.cs,GlobalInputHook,IsInterestedKeyboardMessage,-,method,bool,키 다운 또는 시스템 키 다운 메시지 여부 판별
ImeNativeCore.cs,GlobalInputHook,IsInterestedKeyboardMessage,msg,parameter,int,검사할 키보드 메시지 ID
ImeNativeCore.cs,GlobalInputHook,IsHanjaOrRightCtrl,-,method,bool,한자 키 또는 오른쪽 Ctrl 키 코드 여부 확인
ImeNativeCore.cs,GlobalInputHook,IsHanjaOrRightCtrl,vkCode,parameter,int,가상 키 코드
ImeNativeCore.cs,GlobalInputHook,HasBlockedModifierChord,-,method,bool,조합키(Ctrl Alt Win) 누름 상태에 따른 차단 여부 판단
ImeNativeCore.cs,GlobalInputHook,HasBlockedModifierChord,allowCtrlForCurrentKey,parameter,bool,현재 키에 대한 Ctrl 키 허용 여부
ImeNativeCore.cs,GlobalInputHook,HasBlockedModifierChord,isCtrl,local,bool,Ctrl 키 누름 상태 변수
ImeNativeCore.cs,GlobalInputHook,HasBlockedModifierChord,isWin,local,bool,Win 키 누름 상태 변수
ImeNativeCore.cs,GlobalInputHook,ResolveContextHwnd,-,method,object,유효한 대상 윈도우 핸들을 추적 및 탐색하여 반환
ImeNativeCore.cs,GlobalInputHook,ResolveContextHwnd,hwnd,local,object,대상 윈도우 핸들 변수
ImeNativeCore.cs,GlobalInputHook,BypassKeyboardHook,-,method,object,키보드 이벤트를 처리하지 않고 다음 훅 체인으로 전달
ImeNativeCore.cs,GlobalInputHook,BypassKeyboardHook,nCode,parameter,int,훅 코드 값
ImeNativeCore.cs,GlobalInputHook,BypassKeyboardHook,wParam,parameter,object,메시지 식별자 핸들
ImeNativeCore.cs,GlobalInputHook,BypassKeyboardHook,lParam,parameter,object,이벤트 정보 데이터 핸들
ImeNativeCore.cs,GlobalInputHook,ShouldBypassHook,-,method,bool,현재 키보드 이벤트를 우회(Pass-through)해야 하는지 검사
ImeNativeCore.cs,GlobalInputHook,ShouldBypassHook,nCode,parameter,int,훅 코드 값
ImeNativeCore.cs,GlobalInputHook,ShouldBypassHook,wParam,parameter,object,메시지 식별자 핸들
ImeNativeCore.cs,GlobalInputHook,ShouldBypassHook,msg,local,int,키보드 메시지 ID 변수
ImeNativeCore.cs,GlobalInputHook,TryResolveKeyboardContext,-,method,bool,키 입력 처리 시 필요한 컨텍스트 정보 단일 해결 시도
ImeNativeCore.cs,GlobalInputHook,TryResolveKeyboardContext,vkCode,parameter,int,가상 키 코드
ImeNativeCore.cs,GlobalInputHook,TryResolveKeyboardContext,hFore,parameter,object,전면 윈도우 핸들 출력 변수
ImeNativeCore.cs,GlobalInputHook,TryResolveKeyboardContext,capsOn,parameter,bool,CapsLock 상태 출력 변수
ImeNativeCore.cs,GlobalInputHook,TryResolveKeyboardContext,isHangulMode,parameter,bool,한글 모드 여부 출력 변수
ImeNativeCore.cs,GlobalInputHook,TryResolveKeyboardContext,isHanjaOrRCtrl,parameter,bool,한자/오른쪽Ctrl 여부 출력 변수
ImeNativeCore.cs,GlobalInputHook,HandleHanjaKey,-,method,object,한자 키 입력 시 언어별 모드 전환 및 키 프로세서 연동 처리
ImeNativeCore.cs,GlobalInputHook,HandleHanjaKey,nCode,parameter,int,훅 코드 값
ImeNativeCore.cs,GlobalInputHook,HandleHanjaKey,wParam,parameter,object,메시지 식별자 핸들
ImeNativeCore.cs,GlobalInputHook,HandleHanjaKey,lParam,parameter,object,이벤트 정보 데이터 핸들
ImeNativeCore.cs,GlobalInputHook,HandleHanjaKey,hFore,parameter,object,전면 윈도우 핸들
ImeNativeCore.cs,GlobalInputHook,HandleHanjaKey,capsOn,parameter,bool,CapsLock 상태
ImeNativeCore.cs,GlobalInputHook,HandleHanjaKey,isHangulMode,parameter,bool,한글 모드 여부
ImeNativeCore.cs,GlobalInputHook,HandleHanjaKey,hanjaProcessor,local,interface,한자 처리 키 프로세서 객체 변수
ImeNativeCore.cs,GlobalInputHook,HandleLanguageProcessorKey,-,method,object,언어별 KeyProcessor를 통해 특수 문자/자판 변환 처리
ImeNativeCore.cs,GlobalInputHook,HandleLanguageProcessorKey,nCode,parameter,int,훅 코드 값
ImeNativeCore.cs,GlobalInputHook,HandleLanguageProcessorKey,wParam,parameter,object,메시지 식별자 핸들
ImeNativeCore.cs,GlobalInputHook,HandleLanguageProcessorKey,lParam,parameter,object,이벤트 정보 데이터 핸들
ImeNativeCore.cs,GlobalInputHook,HandleLanguageProcessorKey,vkCode,parameter,int,가상 키 코드
ImeNativeCore.cs,GlobalInputHook,HandleLanguageProcessorKey,hFore,parameter,object,전면 윈도우 핸들
ImeNativeCore.cs,GlobalInputHook,HandleLanguageProcessorKey,capsOn,parameter,bool,CapsLock 상태
ImeNativeCore.cs,GlobalInputHook,HandleLanguageProcessorKey,isHangulMode,parameter,bool,한글 모드 여부
ImeNativeCore.cs,GlobalInputHook,HandleLanguageProcessorKey,keyProcessor,local,interface,언어 키 프로세서 객체 변수
ImeNativeCore.cs,GlobalInputHook,HandleLanguageProcessorKey,isShift,local,bool,Shift 키 누름 상태 변수
ImeNativeCore.cs,GlobalInputHook,KbdHookCallback,-,method,object,저수준 키보드 이벤트 가로채기 핵심 콜백 함수
ImeNativeCore.cs,GlobalInputHook,KbdHookCallback,nCode,parameter,int,훅 코드 값
ImeNativeCore.cs,GlobalInputHook,KbdHookCallback,wParam,parameter,object,메시지 식별자 핸들
ImeNativeCore.cs,GlobalInputHook,KbdHookCallback,lParam,parameter,object,이벤트 정보 데이터 핸들
ImeNativeCore.cs,GlobalInputHook,KbdHookCallback,vkCode,local,int,가상 키 코드 변수
ImeNativeCore.cs,GlobalInputHook,KbdHookCallback,hFore,local,object,전면 윈도우 핸들 변수
ImeNativeCore.cs,GlobalInputHook,KbdHookCallback,capsOn,local,bool,CapsLock 상태 변수
ImeNativeCore.cs,GlobalInputHook,KbdHookCallback,isHangulMode,local,bool,한글 모드 여부 변수
ImeNativeCore.cs,GlobalInputHook,KbdHookCallback,isHanjaOrRCtrl,local,bool,한자/오른쪽Ctrl 키 여부 변수
file/DLL,class/struct/interface,method/function,constant/variable,category,data type,function or roles
NativeMethods.cs,-,-,-,file,file,전역에서 사용되는 Win32 P/Invoke API 선언부를 통합 관리하는 C# 소스 파일[cite: 40]
NativeMethods.cs,NativeMethods,-,-,class,class,Win32 API 상수 구조체 외부 함수 및 헬퍼 메서드를 정의하는 내부 정적 클래스[cite: 40]
NativeMethods.cs,NativeMethods,-,VK_CAPITAL,const,int,Caps Lock 키의 가상 키 코드[cite: 40]
NativeMethods.cs,NativeMethods,-,WM_IME_CONTROL,const,int,IME 제어 메시지 상수[cite: 40]
